gene,r_cnv_rna,p_cnv_rna,r_cnv_prot,p_cnv_prot,prot_att,prot_att_class
PRKCD,0.317574525,4.56E-10,0.186029703,0.00035943,0.131544822,a_not
UBTF,0.297955452,5.57E-09,0.166418187,0.001578611,0.131537265,a_not
TNK1,0.35321556,2.97E-12,0.221711999,0.019921565,0.131503561,a_not
CRTC1,0.45122645,7.37E-20,0.319760382,1.09E-07,0.131466068,a_not
HELB,0.320056779,3.28E-10,0.188616029,0.065709588,0.13144075,a_not
CTSA,0.413764934,1.19E-16,0.282432014,3.70E-08,0.13133292,a_not
C12orf29,0.524017961,2.42E-27,0.392732262,6.66E-07,0.131285699,a_not
CHEK2,0.46973468,1.35E-21,0.338516398,6.19E-09,0.131218282,a_not
HIST1H1C,0.090249337,0.083823014,-0.040920575,0.443425271,0.131169913,a_not
SLC25A15,0.39422844,3.92E-15,0.263101279,8.13E-06,0.131127161,a_not
TRAF3IP3,0.090117922,0.084276485,-0.040960701,0.628391471,0.131078623,a_not
NANS,0.401817616,1.04E-15,0.270750071,1.33E-07,0.131067545,a_not
PEX19,0.437170069,1.31E-18,0.306217276,1.72E-07,0.130952794,a_not
NT5DC3,0.401476292,1.10E-15,0.270620531,7.00E-06,0.130855761,a_not
SNTA1,0.205911525,6.91E-05,0.075064599,0.437892096,0.130846926,a_not
CHAMP1,0.540944988,2.35E-29,0.410164869,1.01E-13,0.130780119,a_not
MOB1A,0.266966013,2.01E-07,0.136186653,0.040803475,0.130779361,a_not
PSMB10,0.18643547,0.00032332,0.055663371,0.291537807,0.130772099,a_not
PARS2,0.475629819,3.59E-22,0.34485865,4.11E-10,0.13077117,a_not
AJUBA,0.259307273,4.56E-07,0.128555736,0.073280335,0.130751538,a_not
ATP5D,0.244576167,2.05E-06,0.113829719,0.029234052,0.130746448,a_not
RAB7A,0.511275143,6.71E-26,0.38054733,3.98E-14,0.130727813,a_not
ABHD10,0.368787158,2.68E-13,0.238185855,3.95E-06,0.130601303,a_not
CDC42EP2,0.242659128,2.48E-06,0.112112268,0.209511658,0.13054686,a_not
MANF,0.242374683,2.55E-06,0.111832799,0.031972154,0.130541883,a_not
MYO1A,0.088277228,0.090838269,-0.04226029,0.66260548,0.130537519,a_not
ZFPL1,0.430329453,5.07E-18,0.299797804,1.42E-08,0.130531649,a_not
KCTD1,0.430478569,4.92E-18,0.300008307,3.88E-05,0.130470262,a_not
USP16,0.516205196,1.89E-26,0.385813427,5.60E-12,0.130391769,a_not
ITCH,0.497842559,1.92E-24,0.367521904,3.01E-12,0.130320655,a_not
SCD,0.111870638,0.031913781,-0.018392787,0.763102313,0.130263425,a_not
RALGPS2,0.208777567,5.44E-05,0.078575504,0.212015993,0.130202063,a_not
SEPSECS,0.467948202,2.01E-21,0.337903603,1.93E-07,0.130044599,a_not
QTRT1,0.459839239,1.18E-20,0.329826827,3.58E-10,0.130012412,a_not
CLTB,0.408142154,3.32E-16,0.278191888,6.01E-08,0.129950267,a_not
HAGHL,0.25529138,6.94E-07,0.12536641,0.231162686,0.12992497,a_not
RUNX1,0.095602203,0.066962298,-0.034321134,0.592912008,0.129923337,a_not
DERL2,0.556949107,2.28E-31,0.427055912,4.09E-08,0.129893195,a_not
ENPEP,0.122023447,0.019200839,-0.007861524,0.914501198,0.129884971,a_not
PASK,0.361824952,7.98E-13,0.23196215,0.003360551,0.129862802,a_not
CORO2B,0.023667876,0.650874717,-0.106164934,0.176054878,0.12983281,a_not
TRAPPC6A,0.284084611,2.93E-08,0.154289852,0.050679652,0.129794759,a_not
TUFT1,0.36006354,1.05E-12,0.23030016,0.000277636,0.12976338,a_not
PRPF38B,0.424863546,1.46E-17,0.295115933,8.24E-08,0.129747613,a_not
ARSA,0.406241342,4.69E-16,0.276526349,1.15E-06,0.129714993,a_not
SQLE,0.472416985,7.42E-22,0.342738829,2.48E-09,0.129678156,a_not
METAP1D,0.23993391,3.24E-06,0.110387232,0.120628498,0.129546678,a_not
CHMP2A,0.434037367,2.44E-18,0.304587071,8.96E-09,0.129450296,a_not
RNMT,0.610721589,5.43E-39,0.481289758,2.23E-19,0.129431832,a_not
HADHA,0.442232705,4.72E-19,0.3129356,8.38E-10,0.129297106,a_not
DHODH,0.430154797,5.25E-18,0.300890516,1.52E-08,0.129264281,a_not
C1orf35,0.408721733,2.99E-16,0.279466813,1.32E-05,0.12925492,a_not
ABCC1,0.362668267,7.00E-13,0.233420642,2.19E-05,0.129247625,a_not
CASC5,0.246166923,1.75E-06,0.116942969,0.24657534,0.129223953,a_not
JAK2,0.387277679,1.29E-14,0.258130526,0.000703012,0.129147153,a_not
UBN2,0.441613725,5.35E-19,0.312525115,3.67E-06,0.12908861,a_not
DNAJC3,0.490199148,1.21E-23,0.361154618,1.18E-12,0.129044529,a_not
PYCR1,0.350190409,4.67E-12,0.221151317,2.62E-05,0.129039091,a_not
RPS6KB2,0.553335873,6.64E-31,0.424308777,1.77E-12,0.129027096,a_not
KIAA0100,0.573383903,1.50E-33,0.44435876,1.59E-11,0.129025143,a_not
CUEDC2,0.421423793,2.82E-17,0.292418133,3.38E-06,0.12900566,a_not
PLEKHG3,0.388461615,1.06E-14,0.259474614,3.16E-05,0.128987,a_not
KIAA1462,0.103791275,0.046627874,-0.025160394,0.743198076,0.128951669,a_not
TEAD3,0.445263597,2.54E-19,0.316313779,2.10E-07,0.128949818,a_not
SLC25A44,0.514149585,3.21E-26,0.385205889,0.00013741,0.128943696,a_not
BRI3BP,0.394018432,4.07E-15,0.265159579,6.36E-06,0.128858853,a_not
EDC4,0.497158605,2.27E-24,0.368422086,3.29E-13,0.128736519,a_not
SCAMP1,0.420945891,3.09E-17,0.292216784,3.87E-08,0.128729108,a_not
APBB2,0.261420088,3.65E-07,0.132691819,0.048822366,0.128728269,a_not
GNPDA1,0.325227418,1.63E-10,0.196567319,0.000259989,0.128660098,a_not
TRIM5,0.289443347,1.56E-08,0.160798554,0.010416632,0.128644793,a_not
VCPIP1,0.560519725,7.85E-32,0.431912568,4.12E-17,0.128607157,a_not
PRCP,0.42505523,1.41E-17,0.296523431,4.86E-08,0.128531798,a_not
JUND,0.331899203,6.52E-11,0.203367515,0.000811708,0.128531688,a_not
NCSTN,0.401715078,1.05E-15,0.273260213,1.56E-07,0.128454866,a_not
SFXN3,0.26697298,2.01E-07,0.13862798,0.007740855,0.128345,a_not
SERPINF2,0.224038324,1.43E-05,0.095709245,0.090955817,0.128329079,a_not
SAR1B,0.478481955,1.87E-22,0.35020627,8.25E-11,0.128275686,a_not
RHOT2,0.449950617,9.62E-20,0.321728737,4.59E-10,0.12822188,a_not
NPEPPS,0.563089869,3.61E-32,0.434955776,2.04E-18,0.128134092,a_not
CDK11B,0.484383882,4.78E-23,0.356266867,7.83E-10,0.128117015,a_not
TMEM14C,0.47659705,2.88E-22,0.348500489,1.57E-09,0.128096561,a_not
FRYL,0.345686729,9.09E-12,0.217667889,7.80E-05,0.128018839,a_not
C12orf57,0.343553102,1.24E-11,0.215583826,0.000271965,0.127969276,a_not
NUDT14,0.298929958,4.94E-09,0.170971289,0.005174886,0.127958669,a_not
SMCHD1,0.559510932,1.06E-31,0.431613234,7.35E-17,0.127897698,a_not
UGGT1,0.403263248,8.00E-16,0.275440441,7.87E-08,0.127822808,a_not
ACACA,0.440673067,6.48E-19,0.312913604,2.84E-09,0.127759463,a_not
STX3,0.397912856,2.06E-15,0.270283712,2.47E-06,0.127629144,a_not
ATP2A2,0.528663632,6.96E-28,0.401073845,1.18E-15,0.127589787,a_not
NEDD1,0.509374878,1.09E-25,0.381937062,2.29E-11,0.127437817,a_not
NEK7,0.340910344,1.82E-11,0.213558158,0.000171441,0.127352185,a_not
CENPK,0.246489478,1.70E-06,0.119145158,0.180399168,0.127344319,a_not
DGCR8,0.268662224,1.67E-07,0.141345464,0.033293554,0.12731676,a_not
PLCD1,0.341102916,1.77E-11,0.213825906,0.000134459,0.12727701,a_not
CBX2,0.124115478,0.017215862,-0.003137543,0.966190949,0.12725302,a_not
MAP3K1,0.320173683,3.23E-10,0.19298602,0.02047768,0.127187663,a_not
KIF3A,0.335113936,4.15E-11,0.20803182,0.000292512,0.127082116,a_not
NARS2,0.6257495,2.15E-41,0.498729986,1.03E-21,0.127019515,a_not
TBL1XR1,0.385628481,1.70E-14,0.258651599,6.28E-07,0.126976883,a_not
PAPSS1,0.383955875,2.26E-14,0.257031846,1.06E-06,0.12692403,a_not
C10orf35,0.35482243,2.33E-12,0.227931189,0.004339107,0.126891241,a_not
TMCO3,0.443860051,3.39E-19,0.317048353,2.60E-06,0.126811699,a_not
HTT,0.513162301,4.14E-26,0.386410029,3.40E-13,0.126752272,a_not
PBK,0.434657376,2.16E-18,0.307921819,1.25E-07,0.126735557,a_not
HSPBAP1,0.45204682,6.21E-20,0.325374525,1.93E-06,0.126672295,a_not
MAP2K7,0.651445787,8.11E-46,0.524787049,3.16E-20,0.126658738,a_not
LACTB,0.421701496,2.68E-17,0.295069638,8.30E-09,0.126631858,a_not
TRPM4,0.319293903,3.63E-10,0.192662732,0.000717928,0.126631171,a_not
DUS1L,0.563874868,2.84E-32,0.437273657,2.48E-13,0.126601211,a_not
HJURP,0.277106725,6.52E-08,0.150521821,0.084934616,0.126584904,a_not
GLUL,0.22791687,1.01E-05,0.101374393,0.066283703,0.126542477,a_not
DNAJC9,0.497700728,1.99E-24,0.371231574,2.27E-13,0.126469153,a_not
ABCF3,0.533829001,1.70E-28,0.407394907,6.03E-16,0.126434094,a_not
DAG1,0.358110954,1.41E-12,0.23167839,3.02E-05,0.126432564,a_not
WDR54,0.104175553,0.045817402,-0.022247671,0.736058236,0.126423224,a_not
TNXB,0.155964771,0.002698695,0.029592962,0.639443816,0.126371809,a_not
ATP1B3,0.336502889,3.41E-11,0.21017555,4.83E-05,0.126327339,a_not
TPMT,0.365274053,4.66E-13,0.238949109,4.84E-06,0.126324944,a_not
IARS2,0.528361302,7.55E-28,0.402092187,9.86E-16,0.126269115,a_not
PUS7L,0.347782264,6.68E-12,0.221596022,0.003484372,0.126186243,a_not
SH3TC1,0.206690099,6.48E-05,0.080512476,0.433069351,0.126177623,a_not
FECH,0.56504669,1.99E-32,0.438960857,4.94E-16,0.126085833,a_not
VAPB,0.629966744,4.32E-42,0.503887078,7.81E-25,0.126079666,a_not
LBR,0.290731984,1.34E-08,0.164657871,0.001620402,0.126074113,a_not
PXK,0.361385157,8.54E-13,0.235321526,0.000290385,0.126063631,a_not
LTA4H,0.563245049,3.44E-32,0.437248477,1.29E-18,0.125996572,a_not
CCDC97,0.559833196,9.65E-32,0.433924353,2.08E-13,0.125908843,a_not
ASF1B,0.367433614,3.32E-13,0.241529165,0.00014813,0.125904449,a_not
LETM1,0.557126188,2.17E-31,0.431262217,4.22E-18,0.125863971,a_not
SRPK1,0.443524379,3.63E-19,0.317698169,1.57E-09,0.12582621,a_not
GORAB,0.441728929,5.23E-19,0.315949028,2.06E-07,0.125779902,a_not
MLPH,0.069117975,0.185840545,-0.056620022,0.403325319,0.125737997,a_not
RIF1,0.290673231,1.35E-08,0.164945236,0.002314139,0.125727995,a_not
MGAT5,0.276847032,6.71E-08,0.151197995,0.019610339,0.125649037,a_not
C1GALT1,0.301401193,3.64E-09,0.175762957,0.068832139,0.125638236,a_not
MPV17,0.288941669,1.65E-08,0.163324124,0.01180302,0.125617545,a_not
EEF2K,0.37823858,5.82E-14,0.252649078,2.95E-05,0.125589502,a_not
ZDHHC13,0.421514917,2.77E-17,0.295984475,2.13E-07,0.125530442,a_not
KIF2A,0.431905789,3.72E-18,0.306385148,1.14E-08,0.125520641,a_not
PLXNB2,0.390560276,7.38E-15,0.265051382,2.67E-07,0.125508894,a_not
HEBP1,0.382746778,2.76E-14,0.257294621,7.48E-07,0.125452157,a_not
TMX4,0.238576514,3.69E-06,0.113155642,0.039337365,0.125420872,a_not
CLTCL1,0.151602438,0.003554461,0.026182488,0.784063198,0.125419949,a_not
CCAR1,0.279811414,4.79E-08,0.154399436,0.003061352,0.125411978,a_not
HERC3,0.206314763,6.68E-05,0.080935541,0.423424494,0.125379221,a_not
F10,0.192026208,0.000210797,0.06665582,0.328411862,0.125370387,a_not
CCRN4L,0.326512132,1.37E-10,0.201173769,0.05186146,0.125338362,a_not
CD63,0.283114164,3.28E-08,0.157787991,0.002793337,0.125326173,a_not
HARS2,0.579919501,1.88E-34,0.454598558,2.98E-19,0.125320943,a_not
ADCY9,0.221553659,1.79E-05,0.096242228,0.343313531,0.125311431,a_not
MTAP,0.52469184,2.02E-27,0.399381721,3.85E-15,0.125310119,a_not
FAHD2A,0.318765913,3.89E-10,0.193462616,0.000532848,0.125303297,a_not
ABCC3,0.141075617,0.006714905,0.015784277,0.797767557,0.12529134,a_not
SEMA4D,0.20729804,6.16E-05,0.082053418,0.222278493,0.125244622,a_not
FABP3,0.088862463,0.088709041,-0.036286014,0.564085149,0.125148477,a_not
TRA2A,0.283145969,3.26E-08,0.158004345,0.002501379,0.125141624,a_not
SLC20A2,0.500647785,9.65E-25,0.375536593,2.55E-09,0.125111192,a_not
ISG20L2,0.502136081,6.68E-25,0.37703439,7.45E-11,0.125101691,a_not
PPP2R2A,0.653192882,3.91E-46,0.528229784,7.82E-28,0.124963098,a_not
NLN,0.397567212,2.19E-15,0.272684049,1.36E-07,0.124883163,a_not
CLIP2,0.212702271,3.89E-05,0.08782139,0.109674929,0.124880881,a_not
HMGN3,0.336912169,3.22E-11,0.212099541,0.000684635,0.124812628,a_not
SAC3D1,0.2985091,5.20E-09,0.173746715,0.048932457,0.124762385,a_not
KRT81,0.036155886,0.489278622,-0.088578007,0.292794122,0.124733894,a_not
PHF11,0.339263867,2.30E-11,0.214573913,0.014225614,0.124689954,a_not
SUGP1,0.484994189,4.15E-23,0.36034139,2.74E-10,0.124652799,a_not
PCMT1,0.505866591,2.64E-25,0.381225128,3.56E-14,0.124641464,a_not
STARD3,0.565021933,2.01E-32,0.440432189,1.04E-11,0.124589744,a_not
IGF2,0.173249527,0.000845455,0.048666631,0.456814509,0.124582895,a_not
CTBP2,0.498598059,1.60E-24,0.374042465,1.97E-13,0.124555595,a_not
MRM1,0.38922747,9.26E-15,0.264744889,0.00018391,0.124482581,a_not
PGGT1B,0.476854258,2.72E-22,0.352384458,1.23E-09,0.1244698,a_not
RTF1,0.534860033,1.28E-28,0.410398989,1.97E-14,0.124461044,a_not
ALG3,0.457994618,1.76E-20,0.333555943,1.57E-06,0.124438676,a_not
ERGIC2,0.460084629,1.12E-20,0.335659424,1.18E-09,0.124425205,a_not
PRIM1,0.241003096,2.92E-06,0.116590491,0.061482512,0.124412605,a_not
ADAMTS16,0.068499306,0.18981908,-0.055882628,0.588655012,0.124381933,a_not
RPS28,0.185270009,0.000352936,0.060915983,0.243744487,0.124354026,a_not
GPCPD1,0.320103752,3.26E-10,0.195772559,0.00187041,0.124331192,a_not
EHD4,0.385471764,1.75E-14,0.261182406,3.74E-07,0.124289358,a_not
PRRC2B,0.446529594,1.96E-19,0.322325547,1.13E-07,0.124204047,a_not
ZNHIT2,0.352442563,3.34E-12,0.228301715,0.001252282,0.124140849,a_not
PAPOLA,0.488365206,1.87E-23,0.364224993,1.24E-11,0.124140213,a_not
TGS1,0.543445556,1.16E-29,0.419313052,1.11E-11,0.124132504,a_not
LSM1,0.697858706,5.31E-55,0.573743626,1.79E-25,0.12411508,a_not
CLN5,0.432352241,3.41E-18,0.308265678,7.99E-08,0.124086563,a_not
CXCR4,0.008349105,0.873179243,-0.115732747,0.220125454,0.124081852,a_not
RNF141,0.406205861,4.72E-16,0.282169179,0.004252451,0.124036682,a_not
XPO5,0.574278207,1.13E-33,0.45024154,1.14E-19,0.124036667,a_not
AFAP1,0.266715973,2.06E-07,0.142764882,0.025744619,0.123951091,a_not
ZNF598,0.366476367,3.86E-13,0.242547631,6.84E-05,0.123928736,a_not
IRS1,0.224725256,1.35E-05,0.100811229,0.164132436,0.123914027,a_not
TACC3,0.433068737,2.96E-18,0.309229201,1.58E-07,0.123839537,a_not
CNIH4,0.270965707,1.30E-07,0.147152802,0.023763996,0.123812905,a_not
RANBP10,0.475844507,3.42E-22,0.35207862,9.12E-09,0.123765888,a_not
CDCA2,0.357451595,1.56E-12,0.23375191,0.005614523,0.123699686,a_not
CDK2AP1,0.161388542,0.001897518,0.037771946,0.498082987,0.123616597,a_not
SH3GL1,0.296795544,6.42E-09,0.173182391,0.000877818,0.123613153,a_not
CORO1C,0.208604924,5.52E-05,0.085004732,0.103509244,0.123600192,a_not
PAK1IP1,0.497408221,2.13E-24,0.373880347,1.74E-11,0.123527874,a_not
CNN2,0.111398694,0.03264838,-0.011965918,0.81904506,0.123364613,a_not
TBC1D2,0.273260997,1.00E-07,0.149921056,0.009669285,0.123339941,a_not
QSOX2,0.323802745,1.98E-10,0.200512312,0.000435735,0.123290433,a_not
CTTNBP2NL,0.375565294,9.01E-14,0.252297856,1.04E-05,0.123267438,a_not
PDPR,0.361782398,8.03E-13,0.238615235,6.58E-06,0.123167163,a_not
ADCK3,0.406901403,4.16E-16,0.283818272,1.86E-07,0.123083132,a_not
PTN,0.133682951,0.01024962,0.010741805,0.887801657,0.122941145,a_not
BRD3,0.483863451,5.40E-23,0.360942972,1.25E-10,0.122920479,a_not
ESRRA,0.331703447,6.70E-11,0.208827838,0.000792504,0.122875609,a_not
ELOVL1,0.478865222,1.72E-22,0.355996908,3.48E-09,0.122868314,a_not
XPOT,0.366114082,4.08E-13,0.243263653,2.41E-06,0.122850429,a_not
SLC25A25,0.454993839,3.33E-20,0.332220304,3.40E-06,0.122773536,a_not
WBP2,0.541812356,1.84E-29,0.41904978,1.92E-16,0.122762575,a_not
NAA15,0.428071777,7.87E-18,0.305354008,2.33E-09,0.122717769,a_not
OLFML3,0.1037337,0.046750332,-0.018911191,0.764682069,0.122644891,a_not
NEK6,0.308074652,1.57E-09,0.185476954,0.017417902,0.122597698,a_not
VILL,0.145909313,0.00503904,0.023330767,0.745494665,0.122578546,a_not
KIAA1324L,0.167959489,0.001220419,0.045393335,0.660543893,0.122566154,a_not
ZBTB2,0.374614055,1.05E-13,0.252103732,0.000265752,0.122510323,a_not
EGR1,0.080465764,0.12335354,-0.041978516,0.669190552,0.12244428,a_not
NDUFAF4,0.435102555,1.98E-18,0.312679973,2.62E-09,0.122422582,a_not
RASA3,0.261676038,3.55E-07,0.139279801,0.031363761,0.122396237,a_not
EXOC5,0.42531422,1.34E-17,0.302956046,4.45E-09,0.122358174,a_not
GBAS,0.372670604,1.44E-13,0.250320386,3.39E-06,0.122350218,a_not
GPHN,0.416241076,7.48E-17,0.293918936,3.68E-08,0.12232214,a_not
GLTP,0.444435964,3.01E-19,0.322122309,1.20E-08,0.122313655,a_not
TRAF6,0.608368071,1.26E-38,0.486154965,5.13E-18,0.122213106,a_not
MINPP1,0.414283233,1.08E-16,0.292074699,5.42E-08,0.122208534,a_not
SORCS2,0.034887794,0.504650662,-0.087301298,0.325223304,0.122189091,a_not
BCLAF1,0.327210518,1.25E-10,0.205027899,0.000150545,0.122182619,a_not
PLIN4,0.063475228,0.224461943,-0.058674225,0.375750185,0.122149453,a_not
HMGA1,0.29712858,6.16E-09,0.174995677,0.000785751,0.122132903,a_not
RUFY3,0.338232648,2.67E-11,0.216119355,0.0011635,0.122113293,a_not
ADCK4,0.524893335,1.92E-27,0.402809959,2.75E-11,0.122083377,a_not
DHX36,0.505291466,3.04E-25,0.383208521,4.88E-14,0.122082946,a_not
TNFAIP3,0.182271058,0.000441161,0.060246363,0.442075057,0.122024696,a_not
VANGL1,0.395534592,3.13E-15,0.27362663,4.85E-06,0.121907962,a_not
CLPTM1,0.512155735,5.36E-26,0.390257723,2.74E-14,0.121898012,a_not
DENND5A,0.296741025,6.46E-09,0.174846495,0.070313887,0.121894529,a_not
MBOAT7,0.41983379,3.81E-17,0.298074132,6.64E-09,0.121759658,a_not
ZNF326,0.363332612,6.31E-13,0.241590491,3.54E-06,0.121742121,a_not
DNAJC1,0.118366861,0.02315097,-0.003370276,0.952339469,0.121737138,a_not
AKR7A2,0.397177151,2.35E-15,0.275454446,7.86E-08,0.121722705,a_not
DVL2,0.556069492,2.97E-31,0.434350429,1.15E-13,0.121719063,a_not
CHCHD2,0.422797279,2.17E-17,0.301096294,3.97E-09,0.121700985,a_not
BCAR3,0.243518328,2.28E-06,0.121820578,0.093190902,0.12169775,a_not
WFS1,0.308557197,1.47E-09,0.186959863,0.000776509,0.121597334,a_not
MAT2A,0.188977769,0.000266569,0.067383624,0.224281008,0.121594144,a_not
LCMT1,0.402757487,8.76E-16,0.281174294,9.19E-07,0.121583193,a_not
CDK5,0.588141123,1.29E-35,0.466567798,5.68E-19,0.121573324,a_not
LARP1,0.546963431,4.23E-30,0.425417508,1.78E-17,0.121545923,a_not
SNX2,0.511878388,5.75E-26,0.390334243,7.67E-15,0.121544145,a_not
CIAPIN1,0.521993355,4.14E-27,0.400525202,1.42E-15,0.121468153,a_not
GALNS,0.311356285,1.03E-09,0.189917132,0.001408943,0.121439153,a_not
AMACR,0.266308227,2.16E-07,0.144924298,0.020858721,0.121383929,a_not
SPOCK2,0.173878506,0.000808781,0.05254905,0.453164468,0.121329455,a_not
DNPEP,0.346636784,7.91E-12,0.225329226,1.50E-05,0.121307558,a_not
NXF1,0.336450979,3.44E-11,0.215148046,5.07E-05,0.121302933,a_not
SH3BP2,0.414591666,1.02E-16,0.293471025,5.28E-05,0.12112064,a_not
CARM1,0.557307533,2.05E-31,0.436220304,5.71E-18,0.121087229,a_not
ATE1,0.425132704,1.39E-17,0.304106635,6.03E-08,0.121026068,a_not
JAG1,0.274245537,9.00E-08,0.153243924,0.062958511,0.121001614,a_not
NUDT2,0.445404747,2.47E-19,0.324418662,3.96E-09,0.120986085,a_not
AMPH,0.07379334,0.157740286,-0.046976131,0.588482308,0.120769471,a_not
ETNK2,0.14703144,0.004708438,0.026278279,0.801495697,0.120753161,a_not
MSTO1,0.442329501,4.63E-19,0.321600842,8.16E-08,0.120728659,a_not
CD59,0.35058217,4.41E-12,0.229857422,8.91E-06,0.120724749,a_not
IFI35,0.203773857,8.25E-05,0.083123578,0.115905052,0.120650279,a_not
FMNL1,0.146188266,0.004954958,0.025638469,0.640585551,0.120549797,a_not
CCDC23,0.368106644,2.98E-13,0.247623428,0.007362746,0.120483216,a_not
EFNB2,0.318480411,4.05E-10,0.198118326,0.002381129,0.120362085,a_not
SURF2,0.38570497,1.68E-14,0.265369826,1.75E-05,0.120335144,a_not
GRTP1,0.324909032,1.71E-10,0.204585733,0.020532324,0.120323299,a_not
LPCAT4,0.324047235,1.92E-10,0.203791078,0.000847239,0.120256157,a_not
EIF4B,0.394664645,3.64E-15,0.274420455,1.22E-07,0.12024419,a_not
ZNF652,0.568046769,7.92E-33,0.447859337,1.45E-09,0.120187432,a_not
MASTL,0.408143186,3.32E-16,0.288065241,5.01E-06,0.120077946,a_not
RMND1,0.326094343,1.45E-10,0.206034633,0.000403797,0.12005971,a_not
CCDC53,0.279624275,4.90E-08,0.159688098,0.006156345,0.119936177,a_not
RIOK1,0.516251151,1.86E-26,0.396385324,7.15E-11,0.119865827,a_not
EML2,0.383001125,2.65E-14,0.263169573,9.96E-07,0.119831552,a_not
N6AMT1,0.348405962,6.09E-12,0.228586697,0.000475524,0.119819264,a_not
MRS2,0.482780847,6.95E-23,0.363024275,1.65E-06,0.119756572,a_not
Sep 10,0.257191045,5.69E-07,0.137441712,0.009121885,0.119749334,a_not
MSRA,0.412561651,1.48E-16,0.292914854,8.79E-07,0.119646797,a_not
ZNF830,0.469223195,1.51E-21,0.349632474,1.03E-08,0.119590721,a_not
CHMP2B,0.38957312,8.73E-15,0.270107487,6.33E-07,0.119465634,a_not
OMA1,0.373979788,1.16E-13,0.254602272,2.94E-05,0.119377516,a_not
KCNN4,0.133624052,0.01028341,0.014304231,0.872680567,0.119319821,a_not
LPXN,0.145912206,0.005038162,0.026636851,0.653736961,0.119275355,a_not
PPP2R5A,0.432714179,3.17E-18,0.313440861,2.04E-09,0.119273319,a_not
RAB43,0.282141616,3.67E-08,0.162872963,0.005431943,0.119268653,a_not
KIN,0.564625994,2.26E-32,0.445378406,7.46E-15,0.119247587,a_not
INADL,0.227118961,1.08E-05,0.107963067,0.087202566,0.119155894,a_not
ZCCHC11,0.269815324,1.47E-07,0.150746786,0.023725435,0.119068538,a_not
CSTA,0.102623153,0.049165647,-0.016341651,0.851340317,0.118964804,a_not
ARHGEF12,0.460552522,1.01E-20,0.341604429,3.88E-09,0.118948093,a_not
DHFR,0.31124789,1.04E-09,0.192307944,0.00088201,0.118939946,a_not
PNPLA8,0.507368036,1.81E-25,0.388445934,1.37E-11,0.118922102,a_not
GALNT10,0.315870366,5.71E-10,0.197110645,0.005262654,0.118759722,a_not
TXNDC9,0.265293065,2.41E-07,0.146550648,0.015375901,0.118742416,a_not
DZIP3,0.299878133,4.39E-09,0.181136091,0.061879855,0.118742043,a_not
FAM102A,0.458450131,1.59E-20,0.339780852,3.09E-05,0.118669278,a_not
GOLGA3,0.400081671,1.41E-15,0.281440492,4.92E-08,0.118641178,a_not
GRAMD4,0.309766282,1.26E-09,0.191193006,0.003322997,0.118573276,a_not
SRSF7,0.252738888,9.02E-07,0.134180636,0.009968008,0.118558251,a_not
EZH1,0.465148126,3.73E-21,0.34661932,0.000120516,0.118528806,a_not
RAB5C,0.464197116,4.59E-21,0.345693314,9.08E-12,0.118503802,a_not
NMNAT1,0.483758659,5.53E-23,0.365307245,1.92E-11,0.118451415,a_not
PURB,0.512609959,4.77E-26,0.394158686,2.41E-14,0.118451274,a_not
ISOC2,0.446571836,1.94E-19,0.328204891,1.22E-10,0.118366946,a_not
PRKRA,0.489350454,1.48E-23,0.371018516,2.54E-13,0.118331938,a_not
RBM14,0.15476966,0.002912236,0.036444758,0.485812329,0.118324903,a_not
PDCD2L,0.453262922,4.80E-20,0.335000689,2.35E-07,0.118262233,a_not
UACA,0.28811955,1.82E-08,0.16994674,0.001439115,0.11817281,a_not
TAF7,0.349905986,4.88E-12,0.231773102,0.00011793,0.118132884,a_not
TWISTNB,0.473874684,5.34E-22,0.355754731,3.57E-09,0.118119954,a_not
CNOT6L,0.327546556,1.19E-10,0.209433528,0.005276382,0.118113027,a_not
TTC9C,0.476346523,3.05E-22,0.358413779,9.29E-10,0.117932743,a_not
