gene,r_cnv_rna,p_cnv_rna,r_cnv_prot,p_cnv_prot,prot_att,prot_att_class
SBF2,0.376126526,8.22E-14,0.096181761,0.127813836,0.279944765,b_low
ADAMTS1,0.176401311,0.000675969,-0.103539185,0.27730828,0.279940496,b_low
AK2,0.604476446,4.95E-38,0.324762781,1.74E-10,0.279713665,b_low
DIEXF,0.563830417,2.88E-32,0.284196501,3.93E-07,0.279633916,b_low
PNMA1,0.414663335,1.00E-16,0.135192292,0.115227206,0.279471044,b_low
EIF1,0.427642344,8.55E-18,0.148177561,0.010297501,0.279464783,b_low
RAD51,0.269086071,1.59E-07,-0.010295915,0.906011905,0.279381985,b_low
COPS7B,0.542682966,1.44E-29,0.263344267,1.09E-06,0.279338699,b_low
SEC61A1,0.390570824,7.36E-15,0.111532668,0.032916017,0.279038156,b_low
TCERG1,0.373143883,1.33E-13,0.094236368,0.072933922,0.278907515,b_low
FAM98A,0.406400567,4.55E-16,0.127679119,0.015638069,0.278721448,b_low
GTF3C5,0.479149035,1.61E-22,0.200443513,0.000343892,0.278705521,b_low
SON,0.451719728,6.65E-20,0.173089526,0.001423688,0.278630202,b_low
EDEM3,0.362205001,7.52E-13,0.083592146,0.139424683,0.278612855,b_low
MUM1,0.338275476,2.65E-11,0.059680919,0.512004275,0.278594558,b_low
C2CD2L,0.366823187,3.65E-13,0.08823066,0.199628881,0.278592526,b_low
KPNA4,0.471254712,9.63E-22,0.192773444,0.000215603,0.278481268,b_low
NBN,0.505589572,2.83E-25,0.227116251,2.23E-05,0.278473321,b_low
HOOK2,0.474005783,5.19E-22,0.195614049,0.001235217,0.278391734,b_low
FBXO7,0.595416211,1.13E-36,0.317184435,9.07E-09,0.278231776,b_low
CTDSPL,0.413294672,1.29E-16,0.135083608,0.150039593,0.278211065,b_low
SP1,0.485300351,3.86E-23,0.207109478,0.000131426,0.278190873,b_low
ZBTB1,0.481286304,9.83E-23,0.20309549,0.002903866,0.278190814,b_low
PEX1,0.504590563,3.63E-25,0.226461353,0.0002518,0.27812921,b_low
FAM21A,0.226480824,1.15E-05,-0.051603841,0.384596865,0.278084665,b_low
SS18L1,0.588325482,1.21E-35,0.310420809,2.82E-06,0.277904673,b_low
C3orf17,0.471859445,8.41E-22,0.19395679,0.002949207,0.277902654,b_low
COG6,0.428032546,7.93E-18,0.150274411,0.004721708,0.277758135,b_low
GPN3,0.495434947,3.45E-24,0.217742206,0.002545687,0.277692741,b_low
CHPF2,0.551106883,1.28E-30,0.273470831,0.000146294,0.277636052,b_low
SRD5A3,0.335384412,4.00E-11,0.057760091,0.442484264,0.27762432,b_low
RPS27A,0.263502049,2.92E-07,-0.013974297,0.790180826,0.277476346,b_low
TTC13,0.427934474,8.08E-18,0.150657129,0.015843398,0.277277345,b_low
KPTN,0.383074079,2.61E-14,0.105804688,0.132994858,0.277269391,b_low
NDUFA6,0.438802773,9.44E-19,0.161644963,0.001976426,0.27715781,b_low
CLNS1A,0.643329953,2.25E-44,0.366266459,3.61E-12,0.277063494,b_low
PIAS1,0.588189264,1.27E-35,0.311210073,7.05E-07,0.276979192,b_low
CEP290,0.4271298,9.45E-18,0.15016258,0.016838159,0.27696722,b_low
HECA,0.412515815,1.49E-16,0.135584028,0.030428253,0.276931787,b_low
TOR1A,0.596314438,8.30E-37,0.319389552,7.89E-09,0.276924886,b_low
SIK3,0.481668773,8.99E-23,0.204858521,0.002791245,0.276810252,b_low
FAM192A,0.541939705,1.77E-29,0.265269409,5.41E-06,0.276670296,b_low
PUM1,0.472420244,7.41E-22,0.195800387,0.000299046,0.276619857,b_low
CSNK1D,0.579700464,2.02E-34,0.303080913,3.47E-06,0.276619551,b_low
SRSF11,0.407176718,3.96E-16,0.130658988,0.012117289,0.276517729,b_low
POLR2E,0.307355906,1.72E-09,0.030933062,0.561858995,0.276422844,b_low
DDX10,0.523950265,2.46E-27,0.247534412,6.31E-06,0.276415853,b_low
FOXRED1,0.575889304,6.81E-34,0.299616972,1.42E-07,0.276272331,b_low
CYTH2,0.54663279,4.65E-30,0.270430333,7.11E-06,0.276202456,b_low
CLASP1,0.512963867,4.35E-26,0.23676323,9.62E-06,0.276200637,b_low
MBD3,0.313575741,7.71E-10,0.037386565,0.493965569,0.276189176,b_low
LTBR,0.553225965,6.86E-31,0.277083863,0.004604473,0.276142102,b_low
SMARCC1,0.484259034,4.92E-23,0.208151452,0.000130182,0.276107581,b_low
WBSCR22,0.527473474,9.59E-28,0.251377562,8.83E-05,0.276095911,b_low
DHX37,0.497260048,2.21E-24,0.221267784,0.000111327,0.275992264,b_low
UTP23,0.578743247,2.74E-34,0.302823473,5.57E-07,0.275919774,b_low
RAB3A,0.20505359,7.42E-05,-0.070856641,0.441870431,0.275910231,b_low
EPS15,0.415984835,7.85E-17,0.140231805,0.007538264,0.275753029,b_low
KCTD10,0.330897443,7.49E-11,0.055205139,0.384760447,0.275692303,b_low
NDNL2,0.415531259,8.54E-17,0.139853804,0.02252313,0.275677454,b_low
TBK1,0.502849216,5.60E-25,0.227240016,2.47E-05,0.2756092,b_low
IPO13,0.467878642,2.04E-21,0.192391649,0.001553604,0.275486993,b_low
PPP2CA,0.620121903,1.77E-40,0.344636544,3.15E-09,0.275485359,b_low
SRF,0.49933335,1.33E-24,0.223916861,0.001745742,0.275416489,b_low
SLC26A6,0.38615849,1.56E-14,0.110758467,0.256067045,0.275400023,b_low
MECR,0.51398647,3.35E-26,0.238617154,1.04E-05,0.275369316,b_low
SSX2IP,0.426925948,9.83E-18,0.151565046,0.087669324,0.275360901,b_low
PRR14,0.484915511,4.22E-23,0.20956423,0.002759849,0.275351281,b_low
TPRG1L,0.427683747,8.49E-18,0.152476131,0.014413628,0.275207616,b_low
MTMR10,0.465116499,3.75E-21,0.190098603,0.003304492,0.275017896,b_low
WTAP,0.519059118,8.96E-27,0.244059165,5.83E-06,0.274999953,b_low
PHF20L1,0.570063053,4.24E-33,0.295131997,8.50E-06,0.274931056,b_low
LRRC41,0.357427087,1.57E-12,0.082557286,0.168320491,0.274869801,b_low
POLRMT,0.385476748,1.75E-14,0.110642409,0.047978161,0.274834339,b_low
PIGQ,0.391085534,6.74E-15,0.116283792,0.139352624,0.274801742,b_low
DDX23,0.551893085,1.01E-30,0.277214559,6.99E-08,0.274678527,b_low
RPS15,0.275524596,7.79E-08,0.000848914,0.987428678,0.274675682,b_low
ASAH1,0.515428202,2.31E-26,0.24076398,2.99E-06,0.274664222,b_low
SEL1L,0.445632672,2.35E-19,0.171062318,0.001050579,0.274570354,b_low
LOH12CR1,0.548885174,2.43E-30,0.274419647,9.88E-06,0.274465527,b_low
OBFC1,0.442300521,4.65E-19,0.167879879,0.055278141,0.274420641,b_low
RBM19,0.505775757,2.70E-25,0.231363482,9.61E-05,0.274412274,b_low
CENPQ,0.360050694,1.05E-12,0.085727282,0.360192776,0.274323412,b_low
RBL1,0.451491686,6.97E-20,0.17724973,0.055897851,0.274241955,b_low
CRY1,0.454478309,3.72E-20,0.180274834,0.067061138,0.274203475,b_low
NUP93,0.504850679,3.40E-25,0.230709464,7.78E-06,0.274141215,b_low
ZNF706,0.594128664,1.74E-36,0.32001309,1.01E-07,0.274115574,b_low
BRAT1,0.537707056,5.81E-29,0.263642556,7.59E-07,0.274064501,b_low
WDR55,0.561466179,5.90E-32,0.287422583,7.31E-07,0.274043596,b_low
FN3KRP,0.632564858,1.59E-42,0.358529163,3.35E-11,0.274035696,b_low
SPPL2B,0.234723051,5.33E-06,-0.039238221,0.655093735,0.273961272,b_low
HSBP1,0.416600248,7.00E-17,0.142668225,0.014350566,0.273932023,b_low
TSPAN14,0.516768569,1.63E-26,0.243049545,1.72E-05,0.273719024,b_low
SIN3B,0.562006873,5.01E-32,0.28840666,1.50E-06,0.273600212,b_low
IFT20,0.54595696,5.65E-30,0.272721842,6.21E-05,0.273235117,b_low
DDX27,0.622890296,6.31E-41,0.349713249,6.55E-12,0.273177046,b_low
ZNF511,0.456427004,2.46E-20,0.183286401,0.032044785,0.273140603,b_low
ARPP19,0.515659469,2.17E-26,0.242589721,4.50E-05,0.273069748,b_low
POLR2A,0.402280588,9.53E-16,0.12921533,0.014149089,0.273065258,b_low
RBCK1,0.483481548,5.90E-23,0.210675468,0.000249541,0.272806079,b_low
CARKD,0.67360453,5.42E-50,0.400812415,6.30E-13,0.272792115,b_low
POC1A,0.447601594,1.57E-19,0.17494196,0.074268613,0.272659634,b_low
ZNF654,0.37451458,1.07E-13,0.102018572,0.273731265,0.272496008,b_low
ESF1,0.510129207,8.98E-26,0.237651141,6.68E-05,0.272478066,b_low
PPP2CB,0.691674558,1.12E-53,0.419211246,2.76E-16,0.272463312,b_low
SDHA,0.514672824,2.80E-26,0.242273205,2.58E-06,0.272399619,b_low
MYD88,0.46060367,1.00E-20,0.188263963,0.000522115,0.272339707,b_low
TM9SF3,0.349625849,5.08E-12,0.077409374,0.139385999,0.272216475,b_low
PDCD11,0.436513565,1.49E-18,0.164410417,0.001575316,0.272103147,b_low
PSMC6,0.456234667,2.56E-20,0.18421225,0.000381984,0.272022418,b_low
PRKAG1,0.503133874,5.21E-25,0.231173862,7.89E-06,0.271960012,b_low
CEP250,0.442832186,4.18E-19,0.170894777,0.005547763,0.271937409,b_low
ARFGAP2,0.618852007,2.83E-40,0.347017645,9.10E-12,0.271834362,b_low
SH3BP5L,0.507557833,1.72E-25,0.235755789,0.000433783,0.271802044,b_low
ASB13,0.286189143,2.29E-08,0.014458266,0.873888716,0.271730877,b_low
COG3,0.520404737,6.30E-27,0.248754402,2.08E-06,0.271650336,b_low
SPTY2D1,0.507575252,1.72E-25,0.235968906,0.001617019,0.271606345,b_low
WDR24,0.383423056,2.47E-14,0.111977858,0.14243633,0.271445198,b_low
RXRB,0.629718415,4.75E-42,0.358317014,6.61E-10,0.271401402,b_low
E2F4,0.517752068,1.26E-26,0.246353984,0.000104263,0.271398084,b_low
RNF139,0.58319179,6.53E-35,0.312092468,0.000395347,0.271099322,b_low
FLII,0.38988331,8.28E-15,0.118786293,0.02266478,0.271097018,b_low
TRAPPC3,0.587290957,1.71E-35,0.316203656,9.90E-10,0.271087301,b_low
TMED9,0.480602752,1.15E-22,0.209675471,5.04E-05,0.27092728,b_low
OPA3,0.561095208,6.60E-32,0.290249312,1.07E-06,0.270845897,b_low
ATG14,0.562630922,4.15E-32,0.29179808,8.52E-05,0.270832842,b_low
UQCRC2,0.317597355,4.55E-10,0.046770769,0.370970892,0.270826586,b_low
ACTL6A,0.501225843,8.36E-25,0.230422845,7.99E-06,0.270802999,b_low
E4F1,0.391410468,6.38E-15,0.120640731,0.176679519,0.270769737,b_low
EIF4G2,0.481028305,1.04E-22,0.210335474,4.77E-05,0.270692831,b_low
ATP6V1C1,0.633851651,9.62E-43,0.363502935,6.15E-13,0.270348716,b_low
INTS3,0.394355432,3.84E-15,0.124043014,0.031442498,0.270312417,b_low
PDCL,0.601805941,1.26E-37,0.33152524,1.85E-07,0.2702807,b_low
DYRK1A,0.575670844,7.30E-34,0.305401112,3.55E-06,0.270269732,b_low
LTBP3,0.16716567,0.001288359,-0.103068515,0.088015763,0.270234185,b_low
LUZP1,0.387363597,1.27E-14,0.117161041,0.037377118,0.270202556,b_low
GNL2,0.508772844,1.27E-25,0.238578798,1.93E-05,0.270194046,b_low
CHSY1,0.412522353,1.49E-16,0.142681367,0.07371187,0.269840986,b_low
THNSL2,0.156348991,0.002633133,-0.113210293,0.26454475,0.269559283,b_low
KEAP1,0.580068421,1.79E-34,0.310636042,2.21E-07,0.269432379,b_low
SP2,0.412207745,1.58E-16,0.142851612,0.065527712,0.269356133,b_low
VPS37C,0.546420937,4.94E-30,0.277174662,1.56E-05,0.269246275,b_low
YWHAG,0.580859503,1.39E-34,0.311803269,9.71E-10,0.269056235,b_low
UCKL1,0.477422692,2.39E-22,0.208441706,0.00095893,0.268980987,b_low
PICALM,0.57674497,5.19E-34,0.307802005,1.62E-09,0.268942965,b_low
FEZ2,0.329532987,9.05E-11,0.060596877,0.416441021,0.26893611,b_low
ZFAND5,0.573092547,1.65E-33,0.304236519,4.09E-06,0.268856028,b_low
FBXW2,0.550280467,1.62E-30,0.281436481,0.000129603,0.268843986,b_low
EFR3A,0.47761066,2.29E-22,0.208782177,0.000208875,0.268828483,b_low
LMO4,0.295672275,7.36E-09,0.02687957,0.754320289,0.268792705,b_low
YPEL5,0.269570513,1.51E-07,0.000834364,0.989936998,0.26873615,b_low
ATP6V0A2,0.46150328,8.25E-21,0.192859141,0.001045126,0.268644139,b_low
C19orf70,0.333750581,5.03E-11,0.065278949,0.30686355,0.268471632,b_low
FAM120B,0.549516362,2.02E-30,0.281106606,2.70E-06,0.268409756,b_low
KRIT1,0.566322104,1.35E-32,0.297916353,1.54E-06,0.268405751,b_low
PIGO,0.426055461,1.16E-17,0.157701511,0.005464243,0.268353949,b_low
VPS4A,0.51777552,1.25E-26,0.249461825,3.93E-06,0.268313696,b_low
ATG7,0.492802212,6.51E-24,0.224627077,1.56E-05,0.268175135,b_low
LAMTOR3,0.46203951,7.34E-21,0.193883512,0.000223639,0.268155998,b_low
TMEM167A,0.444101933,3.22E-19,0.176012843,0.004902918,0.26808909,b_low
ZCCHC3,0.632402735,1.69E-42,0.364333307,2.70E-09,0.268069427,b_low
ZBTB11,0.365126712,4.77E-13,0.097085329,0.174719532,0.268041383,b_low
POLI,0.447893923,1.48E-19,0.179862598,0.011020262,0.268031325,b_low
EDC3,0.628935474,6.41E-42,0.360918985,4.95E-11,0.268016489,b_low
RNF167,0.592726055,2.79E-36,0.324837771,4.47E-07,0.267888285,b_low
TAF3,0.416975993,6.52E-17,0.149090708,0.064097461,0.267885285,b_low
ARF1,0.447374022,1.64E-19,0.179597923,0.011775464,0.267776099,b_low
DYNLT1,0.387054592,1.34E-14,0.119302201,0.023008271,0.267752391,b_low
EPC1,0.447315478,1.66E-19,0.179692229,0.026748433,0.267623249,b_low
NAT6,0.462405872,6.78E-21,0.194811704,0.034518034,0.267594168,b_low
LEMD2,0.603190367,7.77E-38,0.335599238,4.66E-11,0.267591129,b_low
PCGF1,0.348176568,6.30E-12,0.080661164,0.415661438,0.267515403,b_low
ROGDI,0.432011606,3.65E-18,0.164508373,0.038252037,0.267503234,b_low
ZNF292,0.465723326,3.28E-21,0.198361148,0.002993713,0.267362178,b_low
STK25,0.557383784,2.01E-31,0.290100599,3.71E-06,0.267283185,b_low
NUCB1,0.425986786,1.18E-17,0.15870983,0.002357596,0.267276956,b_low
MRTO4,0.506449017,2.28E-25,0.239210406,7.49E-06,0.26723861,b_low
COPS3,0.554471513,4.76E-31,0.287254658,2.31E-08,0.267216855,b_low
NUPL1,0.409556651,2.57E-16,0.14234276,0.011432902,0.267213891,b_low
ARPC5L,0.592143894,3.40E-36,0.324981929,1.69E-10,0.267161966,b_low
HAUS5,0.425604983,1.27E-17,0.158475838,0.017873202,0.267129146,b_low
PCNA,0.43440205,2.27E-18,0.167343172,0.001272872,0.267058878,b_low
RIOK3,0.601282424,1.51E-37,0.334312923,1.83E-07,0.266969501,b_low
ARIH1,0.656812954,8.51E-47,0.389901994,7.04E-13,0.26691096,b_low
NDUFA3,0.320651442,3.03E-10,0.053783839,0.346835203,0.266867603,b_low
MAST3,0.425935369,1.19E-17,0.159172634,0.041141221,0.266762735,b_low
FBXO28,0.515592353,2.21E-26,0.248991393,0.001350267,0.26660096,b_low
GTF2E2,0.648135415,3.18E-45,0.381562655,4.96E-11,0.26657276,b_low
KDM3B,0.5059548,2.58E-25,0.239492218,3.94E-06,0.266462582,b_low
C1orf52,0.513904875,3.42E-26,0.247542472,0.000574513,0.266362402,b_low
ERICH1,0.645535918,9.21E-45,0.379196969,6.76E-06,0.266338949,b_low
SAYSD1,0.522758552,3.38E-27,0.256570869,0.001771957,0.266187683,b_low
MLST8,0.359460734,1.15E-12,0.09328488,0.120722733,0.266175855,b_low
SOCS6,0.514839807,2.69E-26,0.248672117,0.007366358,0.26616769,b_low
TRAPPC9,0.477391378,2.41E-22,0.211238263,0.000212492,0.266153115,b_low
YIPF4,0.41001596,2.36E-16,0.143875001,0.018889382,0.266140958,b_low
BBS9,0.320153634,3.24E-10,0.054120864,0.555470702,0.26603277,b_low
NAT10,0.555760932,3.25E-31,0.289735081,1.65E-08,0.266025851,b_low
MRPL28,0.312901161,8.42E-10,0.046970837,0.39722087,0.265930324,b_low
VEZF1,0.576218766,6.13E-34,0.310474127,2.02E-07,0.265744638,b_low
TRAPPC2L,0.345766986,8.98E-12,0.08002795,0.162585457,0.265739036,b_low
VPS37A,0.675847145,1.95E-50,0.410115567,2.24E-12,0.265731578,b_low
SNX6,0.455986643,2.70E-20,0.190269882,0.000246222,0.265716761,b_low
NEK3,0.412148909,1.60E-16,0.146432657,0.064646822,0.265716252,b_low
TXNL4B,0.422578129,2.26E-17,0.156955555,0.02131871,0.265622574,b_low
PRPF40A,0.390321325,7.69E-15,0.124767178,0.016784583,0.265554147,b_low
CENPL,0.304743574,2.39E-09,0.039201596,0.695658538,0.265541978,b_low
UIMC1,0.658755136,3.72E-47,0.393223459,9.55E-11,0.265531677,b_low
PTP4A1,0.395882381,2.94E-15,0.130366675,0.033228633,0.265515706,b_low
MPHOSPH8,0.474935426,4.20E-22,0.209459653,0.0003288,0.265475773,b_low
ITFG2,0.530061064,4.76E-28,0.264594191,6.57E-05,0.265466873,b_low
ERI3,0.524061444,2.39E-27,0.258827733,1.11E-05,0.265233712,b_low
SENP6,0.564851132,2.11E-32,0.299668667,5.89E-05,0.265182464,b_low
TBC1D13,0.516211624,1.88E-26,0.251196857,1.72E-05,0.265014767,b_low
LMF2,0.435326519,1.89E-18,0.170414467,0.002049701,0.264912052,b_low
AP3S2,0.46470546,4.11E-21,0.19986714,0.034615037,0.264838319,b_low
ZMYM1,0.431637364,3.92E-18,0.166837474,0.026454014,0.264799889,b_low
DIP2B,0.486221109,3.11E-23,0.221446037,4.00E-05,0.264775072,b_low
CNOT6,0.565225368,1.88E-32,0.300503669,0.000217168,0.264721699,b_low
CC2D1B,0.535178513,1.17E-28,0.270463127,3.91E-06,0.264715386,b_low
HEXA,0.478652932,1.80E-22,0.214032076,3.47E-05,0.264620855,b_low
IP6K1,0.515967403,2.01E-26,0.251452473,9.74E-05,0.26451493,b_low
SPTLC1,0.549554468,2.00E-30,0.285052478,3.25E-08,0.264501989,b_low
EIF4EBP2,0.498940825,1.47E-24,0.234507087,5.20E-05,0.264433737,b_low
ORMDL3,0.551716044,1.07E-30,0.287377409,0.000182106,0.264338635,b_low
DAZAP2,0.502750249,5.74E-25,0.23843233,0.004410464,0.264317919,b_low
USP25,0.54568284,6.11E-30,0.281417953,4.22E-06,0.264264887,b_low
SPG21,0.518426578,1.06E-26,0.254176541,1.40E-05,0.264250037,b_low
RUNDC1,0.472082693,8.00E-22,0.20784924,0.011247878,0.264233453,b_low
COX19,0.527955111,8.42E-28,0.263726298,5.53E-05,0.264228813,b_low
DR1,0.475705549,3.53E-22,0.211547049,0.000382925,0.2641585,b_low
NPTN,0.541398473,2.06E-29,0.277304283,2.71E-07,0.26409419,b_low
GPATCH8,0.455473998,3.01E-20,0.19138273,0.001034128,0.264091268,b_low
MED27,0.463226331,5.67E-21,0.199343234,0.000761219,0.263883097,b_low
CSNK1G1,0.565438727,1.77E-32,0.30162197,1.16E-05,0.263816757,b_low
CISD2,0.469972908,1.28E-21,0.206164143,6.77E-05,0.263808765,b_low
FYTTD1,0.576586509,5.46E-34,0.312963073,1.57E-09,0.263623436,b_low
CDC42BPB,0.585652528,2.92E-35,0.322029756,3.94E-10,0.263622771,b_low
VARS2,0.440018853,7.39E-19,0.176475724,0.003045735,0.263543129,b_low
IQCB1,0.424085284,1.70E-17,0.16066489,0.020435253,0.263420394,b_low
RAB11FIP2,0.317984599,4.32E-10,0.05460569,0.470372555,0.263378909,b_low
RAB11FIP3,0.278987992,5.26E-08,0.015742844,0.880291547,0.263245147,b_low
PDSS1,0.42548766,1.30E-17,0.162285788,0.096500603,0.263201872,b_low
HEATR3,0.488814715,1.69E-23,0.225637291,8.51E-05,0.263177425,b_low
COMMD10,0.426519914,1.06E-17,0.163431619,0.007679515,0.263088295,b_low
STX18,0.409222824,2.73E-16,0.146152452,0.008219417,0.263070372,b_low
CCNL1,0.41056736,2.14E-16,0.147664235,0.01634802,0.262903125,b_low
KLHL9,0.59171639,3.92E-36,0.328831109,1.04E-06,0.262885281,b_low
ATXN2,0.589488354,8.24E-36,0.326722015,8.12E-09,0.262766339,b_low
DENND4A,0.453895124,4.20E-20,0.191137951,0.006566734,0.262757173,b_low
GLTSCR1,0.365287682,4.65E-13,0.102736738,0.281068915,0.262550944,b_low
TIMM8B,0.394542568,3.71E-15,0.132003961,0.018898036,0.262538607,b_low
FTSJ3,0.598437368,4.02E-37,0.336041904,6.72E-11,0.262395464,b_low
NBAS,0.485759604,3.47E-23,0.223393469,2.67E-05,0.262366134,b_low
FAM207A,0.463449549,5.40E-21,0.201113425,0.000930057,0.262336124,b_low
TRIM13,0.424481237,1.57E-17,0.162169505,0.048929628,0.262311732,b_low
ATF2,0.482631935,7.19E-23,0.220354985,0.000382043,0.26227695,b_low
B4GALT3,0.491279656,9.37E-24,0.229022049,0.007543199,0.262257608,b_low
MPRIP,0.399715696,1.50E-15,0.137634333,0.011066007,0.262081362,b_low
TIMM21,0.59764936,5.26E-37,0.335639146,9.56E-09,0.262010213,b_low
BCAR1,0.37697762,7.15E-14,0.115046207,0.042955738,0.261931414,b_low
DPP8,0.528950876,6.44E-28,0.267081578,0.000219758,0.261869298,b_low
RSU1,0.387749999,1.19E-14,0.125956824,0.015619519,0.261793175,b_low
TUBGCP6,0.344679604,1.05E-11,0.08288747,0.213472603,0.261792134,b_low
PHACTR2,0.385296376,1.80E-14,0.123538311,0.086958778,0.261758065,b_low
PTPN9,0.625561093,2.31E-41,0.363916966,3.59E-11,0.261644126,b_low
TEX2,0.538350236,4.86E-29,0.276774321,7.26E-06,0.261575916,b_low
GBA2,0.486507659,2.91E-23,0.224993185,0.001656138,0.261514474,b_low
LYRM4,0.484567719,4.58E-23,0.223091073,0.000181495,0.261476646,b_low
PLOD3,0.504724384,3.51E-25,0.243264379,2.49E-06,0.261460005,b_low
TUBA1C,0.183082633,0.000415453,-0.078346296,0.137358087,0.261428929,b_low
MBIP,0.314227435,7.08E-10,0.052800129,0.442242671,0.261427307,b_low
C14orf119,0.53548754,1.08E-28,0.274408763,0.001391772,0.261078777,b_low
MYO9B,0.505880384,2.63E-25,0.244842169,3.04E-06,0.261038215,b_low
RPS15A,0.195977216,0.000154665,-0.064978425,0.213655578,0.26095564,b_low
TMEM135,0.321005332,2.89E-10,0.060066864,0.421833783,0.260938468,b_low
KIAA2013,0.507645147,1.69E-25,0.246760767,6.76E-06,0.26088438,b_low
HACL1,0.453594534,4.48E-20,0.192813719,0.001137524,0.260780815,b_low
SMYD4,0.684567482,3.39E-52,0.423933107,3.00E-07,0.260634375,b_low
STX16,0.595258299,1.19E-36,0.334624256,4.53E-09,0.260634043,b_low
HDLBP,0.520116323,6.79E-27,0.259507632,4.46E-07,0.26060869,b_low
PHF21A,0.357370533,1.58E-12,0.096827564,0.180380951,0.260542969,b_low
PRCC,0.558973324,1.25E-31,0.298552146,2.43E-07,0.260421177,b_low
COX6C,0.386075922,1.58E-14,0.125777996,0.015912262,0.260297926,b_low
TYW1,0.545466918,6.50E-30,0.285213697,2.49E-05,0.260253221,b_low
SNX13,0.478404053,1.91E-22,0.218209373,0.001959993,0.26019468,b_low
ZNF3,0.584894269,3.75E-35,0.324728078,0.000263034,0.26016619,b_low
UBE2F,0.421448426,2.81E-17,0.161293294,0.008401252,0.260155132,b_low
EFEMP2,0.158572377,0.002281393,-0.101557966,0.095846183,0.260130344,b_low
F12,0.253975629,7.95E-07,-0.006134007,0.926933323,0.260109636,b_low
NDUFB10,0.328657902,1.02E-10,0.068611092,0.190310459,0.26004681,b_low
CNTLN,0.276085123,7.32E-08,0.016091793,0.856929948,0.25999333,b_low
ZNF629,0.414730772,9.91E-17,0.154881739,0.018244985,0.259849033,b_low
CSNK1G3,0.583467261,5.97E-35,0.323635741,1.33E-07,0.25983152,b_low
ZNF609,0.456494977,2.42E-20,0.196674418,0.004917386,0.259820559,b_low
YTHDF2,0.577565141,4.00E-34,0.31774608,8.06E-09,0.259819061,b_low
PAXIP1,0.62132444,1.13E-40,0.361597159,1.14E-09,0.25972728,b_low
RGL2,0.385396904,1.77E-14,0.125778,0.043129582,0.259618904,b_low
MED13,0.563993244,2.74E-32,0.304392919,0.000168993,0.259600324,b_low
DPH2,0.544257708,9.18E-30,0.284667507,2.48E-06,0.259590201,b_low
ADO,0.545284982,6.85E-30,0.285713214,1.52E-06,0.259571768,b_low
C8orf59,0.476380343,3.03E-22,0.216896442,0.000905843,0.259483901,b_low
PEF1,0.572225181,2.16E-33,0.312826153,3.94E-09,0.259399029,b_low
TMEM222,0.483039428,6.54E-23,0.223768016,0.00068389,0.259271411,b_low
TIMM17A,0.382650238,2.81E-14,0.123448317,0.069531205,0.259201921,b_low
BSG,0.323226842,2.14E-10,0.064027093,0.220450302,0.259199748,b_low
N6AMT2,0.435759286,1.74E-18,0.176609328,0.028975659,0.259149959,b_low
ACTR8,0.540771988,2.46E-29,0.281766915,1.38E-05,0.259005073,b_low
FURIN,0.366978058,3.56E-13,0.10799452,0.2923789,0.258983537,b_low
LARP4B,0.652687433,4.83E-46,0.393778039,9.16E-15,0.258909394,b_low
GLB1,0.456087939,2.64E-20,0.197201792,0.000149491,0.258886147,b_low
TPCN1,0.297728218,5.73E-09,0.038935103,0.611038482,0.258793115,b_low
NRIP1,0.259827653,4.32E-07,0.00110019,0.99155745,0.258727464,b_low
ADPGK,0.578623774,2.85E-34,0.31990012,5.34E-09,0.258723654,b_low
ABHD3,0.342610648,1.42E-11,0.083956384,0.385416922,0.258654264,b_low
PARP16,0.539578004,3.44E-29,0.281315022,9.64E-06,0.258262982,b_low
ZNF664,0.493302912,5.77E-24,0.235148586,0.001312877,0.258154326,b_low
PANK2,0.658951671,3.42E-47,0.400866487,3.12E-12,0.258085184,b_low
G3BP1,0.512540868,4.85E-26,0.254516444,7.51E-07,0.258024424,b_low
SAR1A,0.46434273,4.44E-21,0.206408589,6.78E-05,0.257934141,b_low
CDK19,0.476044841,3.27E-22,0.218161386,0.001069108,0.257883455,b_low
ANKRD12,0.436350983,1.54E-18,0.178484826,0.016519823,0.257866157,b_low
MBD2,0.552153497,9.39E-31,0.294394071,3.83E-08,0.257759426,b_low
FAM210A,0.576021313,6.53E-34,0.318330391,4.39E-08,0.257690922,b_low
TSSC1,0.521441582,4.79E-27,0.263955249,2.64E-06,0.257486333,b_low
LLPH,0.455658319,2.89E-20,0.198741738,0.001423027,0.256916581,b_low
DGCR14,0.476235923,3.13E-22,0.219346005,0.000748104,0.256889918,b_low
ANKRD49,0.524272395,2.26E-27,0.267400055,0.000496169,0.25687234,b_low
PDHX,0.604166713,5.52E-38,0.347341234,1.47E-11,0.256825479,b_low
GIT2,0.450829953,8.01E-20,0.194117959,0.000626362,0.256711994,b_low
SSBP3,0.346889002,7.62E-12,0.090179811,0.206415277,0.256709191,b_low
TYW3,0.428989004,6.59E-18,0.172350502,0.034944217,0.256638502,b_low
GMEB1,0.460958913,9.28E-21,0.204375853,0.000938991,0.25658306,b_low
HS6ST1,0.335445696,3.96E-11,0.078886662,0.43765779,0.256559034,b_low
WDR48,0.574560188,1.04E-33,0.318013537,1.09E-08,0.256546651,b_low
FASTKD5,0.614476403,1.40E-39,0.358047318,1.56E-10,0.256429085,b_low
NCBP1,0.510738058,7.69E-26,0.254314555,8.22E-07,0.256423503,b_low
